22-Apr-1999,15.08,2.59,1.47
23-Apr-1999,15.08,2.59,1.46
26-Apr-1999,14.30,2.46,1.54
28-Apr-1999,14.49,2.49,1.52
29-Apr-1999,14.84,2.55,1.48
30-Apr-1999,15.02,2.58,1.25
03-May-1999,14.95,2.56,1.25
04-May-1999,15.53,2.66,1.21
05-May-1999,15.73,2.69,1.35
06-May-1999,16.15,2.76,1.31
07-May-1999,16.40,2.81,1.29
10-May-1999,16.88,2.89,1.26
11-May-1999,17.21,2.95,1.23
12-May-1999,17.14,2.93,1.24
13-May-1999,17.71,3.03,1.20
14-May-1999,17.98,3.08,1.05
17-May-1999,17.77,3.04,1.07
18-May-1999,17.90,3.06,1.06
19-May-1999,18.22,3.12,1.05
20-May-1999,18.01,3.08,1.06
21-May-1999,17.69,3.03,1.05
24-May-1999,18.08,3.01,1.04
25-May-1999,18.16,3.03,1.03
26-May-1999,18.28,3.10,1.30
27-May-1999,17.32,2.96,1.35
28-May-1999,17.20,2.93,1.28
31-May-1999,18.01,3.05,1.23
01-Jun-1999,18.25,3.02,1.24
02-Jun-1999,18.27,3.05,1.24
03-Jun-1999,18.75,3.08,1.23
04-Jun-1999,17.45,3.02,1.18
07-Jun-1999,17.48,3.03,1.17
08-Jun-1999,17.82,3.09,1.15
09-Jun-1999,17.58,3.05,1.20
10-Jun-1999,17.57,3.04,1.17
11-Jun-1999,17.25,2.99,1.14
14-Jun-1999,17.03,2.95,1.16
15-Jun-1999,16.93,2.93,1.17
16-Jun-1999,17.35,3.01,1.22
17-Jun-1999,17.78,3.08,1.19
18-Jun-1999,17.76,3.08,0.88
21-Jun-1999,18.17,3.15,0.89
22-Jun-1999,18.35,3.18,0.85
23-Jun-1999,18.03,3.12,0.97
24-Jun-1999,17.85,3.09,0.98
25-Jun-1999,17.79,3.08,0.97
28-Jun-1999,18.02,3.12,0.95
29-Jun-1999,18.00,3.12,0.95
30-Jun-1999,17.91,3.11,1.22
01-Jul-1999,17.84,3.10,1.22
02-Jul-1999,18.06,3.14,1.20
05-Jul-1999,18.55,3.22,1.17
06-Jul-1999,18.72,3.25,1.16
07-Jul-1999,18.75,3.26,1.20
08-Jul-1999,18.76,3.26,1.20
09-Jul-1999,18.91,3.28,1.18
12-Jul-1999,19.83,3.44,1.13
13-Jul-1999,19.92,3.46,1.12
14-Jul-1999,20.18,3.50,1.18
15-Jul-1999,19.92,3.46,1.19
16-Jul-1999,20.02,3.47,1.13
19-Jul-1999,20.40,3.54,1.11
20-Jul-1999,19.87,3.45,1.14
21-Jul-1999,20.26,3.52,1.14
22-Jul-1999,20.39,3.54,1.13
23-Jul-1999,20.46,3.55,1.06
26-Jul-1999,20.18,3.50,1.07
27-Jul-1999,19.94,3.46,1.08
28-Jul-1999,20.09,3.49,1.07
29-Jul-1999,20.18,3.50,1.07
30-Jul-1999,19.94,3.46,1.08
02-Aug-1999,19.63,3.41,1.10
03-Aug-1999,19.53,3.39,1.10
04-Aug-1999,20.18,3.50,1.07
05-Aug-1999,20.13,3.49,1.07
06-Aug-1999,20.03,3.48,1.07
09-Aug-1999,20.20,3.51,1.06
10-Aug-1999,19.83,3.44,1.07
11-Aug-1999,19.92,3.45,1.10
12-Aug-1999,19.83,3.44,1.10
13-Aug-1999,19.56,3.39,1.12
16-Aug-1999,19.83,3.44,1.10
17-Aug-1999,20.03,3.47,1.09
18-Aug-1999,20.64,3.58,1.06
19-Aug-1999,20.37,3.53,1.07
20-Aug-1999,20.40,3.54,1.01
23-Aug-1999,20.74,3.60,0.99
24-Aug-1999,20.94,3.63,0.98
25-Aug-1999,20.79,3.60,1.09
26-Aug-1999,21.25,3.68,1.07
27-Aug-1999,21.48,3.72,1.06
30-Aug-1999,21.56,3.74,1.05
31-Aug-1999,21.40,3.71,1.06
01-Sep-1999,21.38,3.71,1.06
02-Sep-1999,20.85,3.61,1.09
03-Sep-1999,20.84,3.61,1.08
06-Sep-1999,21.07,3.65,1.07
07-Sep-1999,20.96,3.63,1.08
08-Sep-1999,21.73,3.87,1.04
09-Sep-1999,21.69,3.86,1.05
10-Sep-1999,21.60,3.85,1.05
14-Sep-1999,21.28,3.79,1.07
15-Sep-1999,21.34,3.80,1.06
16-Sep-1999,20.98,3.74,1.08
17-Sep-1999,21.11,3.76,1.08
20-Sep-1999,21.06,3.76,1.08
21-Sep-1999,20.95,3.74,1.08
22-Sep-1999,21.51,3.84,1.06
23-Sep-1999,21.68,3.87,1.05
24-Sep-1999,21.91,3.91,1.04
27-Sep-1999,21.55,3.84,1.06
28-Sep-1999,21.39,3.82,1.06
29-Sep-1999,21.99,3.92,1.04
30-Sep-1999,21.96,3.92,1.04
01-Oct-1999,21.81,3.89,1.09
04-Oct-1999,21.33,3.80,0.93
05-Oct-1999,21.42,3.82,1.11
06-Oct-1999,21.73,3.88,1.10
07-Oct-1999,22.94,4.09,1.04
08-Oct-1999,23.08,4.12,1.03
11-Oct-1999,23.16,4.13,1.03
12-Oct-1999,23.16,4.13,1.03
13-Oct-1999,23.35,4.17,1.02
14-Oct-1999,23.49,4.19,1.01
15-Oct-1999,22.65,4.04,1.05
18-Oct-1999,22.48,4.01,1.06
20-Oct-1999,23.01,4.11,1.03
21-Oct-1999,22.63,4.04,1.05
22-Oct-1999,22.27,3.98,1.07
23-Oct-1999,22.57,4.03,1.05
25-Oct-1999,22.21,3.96,1.07
26-Oct-1999,22.02,3.93,1.08
27-Oct-1999,21.99,3.92,1.08
28-Oct-1999,21.31,3.80,1.12
29-Oct-1999,20.65,3.69,1.15
01-Nov-1999,19.78,3.53,1.20
02-Nov-1999,20.75,3.70,1.15
03-Nov-1999,20.66,3.69,1.17
04-Nov-1999,20.83,3.72,1.16
05-Nov-1999,21.26,3.79,1.14
07-Nov-1999,21.34,3.81,1.14
09-Nov-1999,21.36,3.81,1.14
10-Nov-1999,21.64,3.86,1.12
11-Nov-1999,21.65,3.86,1.12
12-Nov-1999,21.41,3.82,1.14
15-Nov-1999,21.24,3.79,1.14
16-Nov-1999,21.16,3.78,1.15
17-Nov-1999,21.10,3.77,1.15
18-Nov-1999,21.28,3.80,1.14
19-Nov-1999,21.25,3.79,1.14
22-Nov-1999,21.46,3.83,1.13
24-Nov-1999,21.76,3.89,1.12
25-Nov-1999,21.98,3.92,1.11
26-Nov-1999,21.84,3.90,1.11
29-Nov-1999,21.60,3.86,1.12
30-Nov-1999,21.47,3.83,1.13
01-Dec-1999,21.69,3.87,1.12
02-Dec-1999,22.01,3.93,1.10
03-Dec-1999,22.15,3.95,1.09
06-Dec-1999,22.54,4.02,1.08
07-Dec-1999,22.58,4.03,1.07
08-Dec-1999,23.41,4.18,1.04
09-Dec-1999,23.56,4.20,1.03
10-Dec-1999,23.43,4.18,1.03
13-Dec-1999,23.23,4.15,1.04
14-Dec-1999,22.75,4.06,1.07
15-Dec-1999,22.80,4.07,1.08
16-Dec-1999,23.10,4.12,1.06
17-Dec-1999,23.10,4.12,1.06
20-Dec-1999,23.15,4.13,1.06
21-Dec-1999,23.13,4.13,1.06
22-Dec-1999,24.11,4.30,1.02
23-Dec-1999,24.22,4.32,1.02
24-Dec-1999,23.74,4.24,1.04
27-Dec-1999,23.30,4.16,1.06
28-Dec-1999,23.47,4.19,1.05
29-Dec-1999,24.02,4.29,1.03
30-Dec-1999,24.09,4.30,1.02
03-Jan-2000,25.91,4.63,0.95
04-Jan-2000,26.67,4.76,0.92
05-Jan-2000,25.97,4.64,0.95
06-Jan-2000,26.32,4.70,0.94
07-Jan-2000,26.25,4.69,0.94
10-Jan-2000,26.57,4.74,0.93
11-Jan-2000,25.59,4.57,0.96
12-Jan-2000,26.44,4.72,0.93
13-Jan-2000,26.38,4.71,0.93
14-Jan-2000,26.41,4.71,0.93
17-Jan-2000,26.22,4.68,0.94
18-Jan-2000,26.15,4.67,0.94
19-Jan-2000,26.60,4.75,0.93
20-Jan-2000,26.05,4.65,0.95
21-Jan-2000,26.37,4.71,0.93
24-Jan-2000,26.26,4.69,0.94
25-Jan-2000,25.81,4.61,0.95
27-Jan-2000,26.10,4.66,0.94
28-Jan-2000,26.02,4.65,0.95
31-Jan-2000,25.16,4.49,0.98
01-Feb-2000,25.13,4.51,0.98
02-Feb-2000,25.75,4.62,0.95
03-Feb-2000,25.91,4.65,0.95
04-Feb-2000,25.94,4.65,0.94
07-Feb-2000,26.54,4.76,0.92
08-Feb-2000,26.96,4.83,0.91
09-Feb-2000,27.40,4.91,0.93
10-Feb-2000,27.75,4.98,0.92
11-Feb-2000,28.47,5.11,0.90
14-Feb-2000,28.29,5.07,0.90
15-Feb-2000,27.19,4.93,0.92
16-Feb-2000,27.32,4.95,0.92
17-Feb-2000,27.82,5.04,0.90
18-Feb-2000,27.43,4.97,0.90
21-Feb-2000,28.00,5.08,0.89
22-Feb-2000,27.77,5.03,0.89
23-Feb-2000,27.09,4.91,0.92
24-Feb-2000,27.66,5.01,0.90
25-Feb-2000,27.29,4.95,0.91
28-Feb-2000,27.49,4.98,0.90
29-Feb-2000,26.36,4.79,0.94
01-Mar-2000,27.35,4.96,0.91
02-Mar-2000,27.09,4.92,0.91
03-Mar-2000,26.47,4.80,0.94
06-Mar-2000,26.99,4.89,0.92
07-Mar-2000,27.22,4.94,0.91
08-Mar-2000,26.64,4.83,1.03
09-Mar-2000,26.32,4.77,1.04
10-Mar-2000,25.62,4.65,1.07
13-Mar-2000,24.95,4.52,1.10
14-Mar-2000,25.05,4.54,1.09
15-Mar-2000,25.90,4.70,1.06
16-Mar-2000,24.97,4.53,1.09
21-Mar-2000,24.89,4.51,1.02
22-Mar-2000,25.41,4.61,1.03
23-Mar-2000,24.83,4.50,1.06
24-Mar-2000,25.09,4.55,1.05
27-Mar-2000,24.99,4.53,1.05
28-Mar-2000,25.08,4.55,1.04
29-Mar-2000,25.08,4.55,1.04
30-Mar-2000,24.94,4.52,1.05
31-Mar-2000,24.60,4.46,1.06
03-Apr-2000,24.70,4.48,1.06
04-Apr-2000,22.99,4.17,1.14
05-Apr-2000,23.09,4.19,1.51
06-Apr-2000,23.39,4.24,1.49
07-Apr-2000,25.06,4.54,1.39
10-Apr-2000,25.96,4.71,1.34
11-Apr-2000,25.72,4.71,1.33
12-Apr-2000,25.21,4.62,1.47
13-Apr-2000,23.98,4.38,1.54
17-Apr-2000,21.74,3.91,1.62
18-Apr-2000,21.31,3.84,1.66
19-Apr-2000,21.07,3.80,1.73
20-Apr-2000,21.23,3.83,1.71
24-Apr-2000,20.82,3.76,1.75
25-Apr-2000,20.39,3.68,1.78
26-Apr-2000,21.54,3.89,1.73
27-Apr-2000,21.25,3.84,1.75
28-Apr-2000,21.10,3.81,1.77
02-May-2000,20.00,3.61,1.86
03-May-2000,19.74,3.56,1.91
04-May-2000,20.71,3.74,1.82
05-May-2000,21.33,3.85,1.77
08-May-2000,20.47,3.70,1.74
09-May-2000,20.68,3.73,1.72
10-May-2000,20.57,3.71,1.74
11-May-2000,19.68,3.55,1.81
12-May-2000,19.36,3.49,1.84
15-May-2000,19.54,3.52,1.82
16-May-2000,19.66,3.54,1.81
17-May-2000,19.88,3.70,1.79
18-May-2000,19.44,3.64,1.81
19-May-2000,19.05,3.57,1.85
22-May-2000,18.53,3.47,1.89
23-May-2000,18.40,3.45,1.91
24-May-2000,20.69,4.09,1.80
25-May-2000,20.89,4.13,1.79
26-May-2000,21.35,4.22,1.75
29-May-2000,21.95,4.34,1.50
30-May-2000,22.34,4.57,1.47
31-May-2000,22.96,4.70,1.43
01-Jun-2000,22.46,4.52,1.46
02-Jun-2000,23.13,4.65,1.42
05-Jun-2000,23.38,4.71,1.39
06-Jun-2000,23.67,4.76,1.38
07-Jun-2000,23.70,4.78,1.39
08-Jun-2000,24.25,4.89,1.36
09-Jun-2000,24.31,4.90,1.36
12-Jun-2000,23.87,4.81,1.36
13-Jun-2000,23.74,4.79,1.36
14-Jun-2000,23.79,4.77,1.38
15-Jun-2000,23.95,4.81,1.37
16-Jun-2000,24.48,4.91,1.34
19-Jun-2000,24.84,4.98,1.27
20-Jun-2000,24.98,5.01,1.26
21-Jun-2000,24.45,4.91,1.29
22-Jun-2000,24.67,4.95,1.28
23-Jun-2000,22.95,4.89,1.29
26-Jun-2000,22.63,4.82,1.23
27-Jun-2000,22.67,4.83,1.23
28-Jun-2000,22.91,4.88,1.27
29-Jun-2000,23.26,4.96,1.25
30-Jun-2000,22.94,4.89,1.26
03-Jul-2000,23.31,4.97,1.09
04-Jul-2000,23.56,5.02,1.08
05-Jul-2000,23.50,4.86,1.11
06-Jul-2000,23.35,4.83,1.11
07-Jul-2000,23.37,4.83,1.11
10-Jul-2000,23.24,4.81,1.08
11-Jul-2000,23.38,4.84,1.08
12-Jul-2000,23.61,4.88,1.07
13-Jul-2000,23.44,4.85,1.08
14-Jul-2000,23.25,4.81,1.09
17-Jul-2000,22.78,4.71,1.06
18-Jul-2000,22.53,4.66,1.07
19-Jul-2000,22.11,4.57,1.09
20-Jul-2000,21.93,4.54,1.10
21-Jul-2000,21.51,4.45,1.12
24-Jul-2000,20.47,4.25,1.17
25-Jul-2000,20.96,4.35,1.14
26-Jul-2000,20.48,4.25,1.19
27-Jul-2000,20.79,4.32,1.18
28-Jul-2000,20.72,4.30,1.18
31-Jul-2000,20.71,4.30,1.18
01-Aug-2000,20.58,4.29,1.19
02-Aug-2000,20.66,4.31,1.18
03-Aug-2000,20.49,4.27,1.19
04-Aug-2000,20.45,4.27,1.19
07-Aug-2000,20.33,4.24,1.20
08-Aug-2000,20.87,4.35,1.17
09-Aug-2000,20.86,4.35,1.18
10-Aug-2000,20.09,4.22,1.20
11-Aug-2000,19.74,4.15,1.21
14-Aug-2000,19.85,4.18,1.18
16-Aug-2000,20.35,4.28,1.16
17-Aug-2000,20.20,4.25,1.17
18-Aug-2000,20.45,4.30,1.16
21-Aug-2000,20.62,4.34,1.15
22-Aug-2000,20.78,4.37,1.14
23-Aug-2000,20.87,4.39,1.13
24-Aug-2000,20.89,4.40,1.13
25-Aug-2000,20.80,4.38,1.14
28-Aug-2000,20.63,4.34,1.06
29-Aug-2000,20.58,4.33,1.06
30-Aug-2000,20.70,4.36,1.08
31-Aug-2000,20.97,4.42,1.06
04-Sep-2000,21.69,4.66,1.04
05-Sep-2000,21.70,4.66,1.04
06-Sep-2000,21.81,4.69,1.12
07-Sep-2000,21.88,4.70,1.11
08-Sep-2000,22.03,4.73,1.11
11-Sep-2000,22.13,4.75,1.10
12-Sep-2000,22.30,4.79,1.09
13-Sep-2000,22.13,4.75,1.10
14-Sep-2000,21.96,4.72,1.11
15-Sep-2000,21.53,4.63,1.13
18-Sep-2000,20.58,4.42,1.18
19-Sep-2000,20.01,4.30,1.22
20-Sep-2000,20.40,4.38,1.20
21-Sep-2000,20.21,4.34,1.21
22-Sep-2000,19.24,4.13,1.27
25-Sep-2000,19.64,4.22,1.24
26-Sep-2000,19.26,4.14,1.26
27-Sep-2000,19.64,4.22,1.24
28-Sep-2000,19.24,4.13,1.26
29-Sep-2000,19.32,4.15,1.26
03-Oct-2000,19.48,4.19,1.25
04-Oct-2000,19.72,4.24,1.23
05-Oct-2000,19.52,4.19,1.25
06-Oct-2000,19.52,4.20,1.25
09-Oct-2000,19.26,4.14,1.26
10-Oct-2000,18.83,4.04,1.29
11-Oct-2000,18.26,3.92,1.33
12-Oct-2000,18.33,3.94,1.33
13-Oct-2000,18.01,3.83,1.36
16-Oct-2000,17.78,3.83,1.36
17-Oct-2000,17.51,3.77,1.38
18-Oct-2000,17.18,3.70,1.41
19-Oct-2000,17.64,3.80,1.37
20-Oct-2000,17.72,3.82,1.37
23-Oct-2000,17.30,3.73,1.40
24-Oct-2000,17.43,3.75,1.39
25-Oct-2000,17.90,3.86,1.36
26-Oct-2000,17.94,3.86,1.36
27-Oct-2000,17.83,3.84,1.36
30-Oct-2000,17.65,3.80,1.37
31-Oct-2000,17.74,3.82,1.37
01-Nov-2000,18.16,3.91,1.34
02-Nov-2000,18.52,3.99,1.31
03-Nov-2000,18.78,4.04,1.29
06-Nov-2000,18.76,4.04,1.27
07-Nov-2000,18.85,4.06,1.27
08-Nov-2000,19.17,4.13,1.25
09-Nov-2000,19.21,4.14,1.25
10-Nov-2000,18.75,4.04,1.28
13-Nov-2000,18.28,3.94,1.31
14-Nov-2000,18.80,4.05,1.27
15-Nov-2000,18.87,4.07,1.27
16-Nov-2000,18.66,4.02,1.29
17-Nov-2000,18.70,4.03,1.28
20-Nov-2000,18.72,4.03,1.28
21-Nov-2000,18.68,4.03,1.28
22-Nov-2000,18.49,3.98,1.30
23-Nov-2000,18.40,3.96,1.31
24-Nov-2000,18.54,3.99,1.30
27-Nov-2000,18.96,4.08,1.27
28-Nov-2000,19.26,4.15,1.25
29-Nov-2000,19.17,4.13,1.25
30-Nov-2000,19.22,4.14,1.25
01-Dec-2000,19.34,4.17,1.24
04-Dec-2000,19.34,4.17,1.24
05-Dec-2000,19.47,4.20,1.23
06-Dec-2000,19.68,4.24,1.22
07-Dec-2000,19.74,4.25,1.22
08-Dec-2000,19.91,4.29,1.21
11-Dec-2000,20.19,4.35,1.19
12-Dec-2000,20.21,4.36,1.19
13-Dec-2000,20.54,4.43,1.17
14-Dec-2000,20.47,4.41,1.18
15-Dec-2000,19.91,4.29,1.21
18-Dec-2000,19.98,4.31,1.19
19-Dec-2000,19.88,4.28,1.20
20-Dec-2000,19.68,4.24,1.21
21-Dec-2000,19.41,4.18,1.23
22-Dec-2000,18.87,4.07,1.26
26-Dec-2000,18.42,3.97,1.29
27-Dec-2000,18.67,4.02,1.27
28-Dec-2000,18.98,4.09,1.25
29-Dec-2000,19.20,4.14,1.24
01-Jan-2001,19.06,4.11,1.25
02-Jan-2001,19.33,4.16,1.23
03-Jan-2001,19.62,4.23,1.22
04-Jan-2001,19.87,4.28,1.20
05-Jan-2001,20.17,4.35,1.18
08-Jan-2001,19.90,4.29,1.20
09-Jan-2001,19.93,4.30,1.20
10-Jan-2001,19.56,4.22,1.22
11-Jan-2001,19.46,4.19,1.23
12-Jan-2001,19.55,4.21,1.22
15-Jan-2001,20.85,4.33,1.22
16-Jan-2001,20.95,4.35,1.21
17-Jan-2001,21.03,4.36,1.21
18-Jan-2001,21.16,4.39,1.20
19-Jan-2001,21.53,4.47,1.18
22-Jan-2001,21.84,4.53,1.17
23-Jan-2001,21.96,4.56,1.16
24-Jan-2001,22.13,4.59,1.15
25-Jan-2001,22.20,4.61,1.15
29-Jan-2001,21.74,4.51,1.17
30-Jan-2001,22.35,4.64,1.14
31-Jan-2001,22.22,4.61,1.15
01-Feb-2001,22.02,4.57,1.16
02-Feb-2001,22.34,4.64,1.14
05-Feb-2001,22.40,4.65,1.14
06-Feb-2001,22.47,4.66,1.13
07-Feb-2001,22.22,4.61,1.15
08-Feb-2001,22.62,4.69,1.13
09-Feb-2001,22.78,4.73,1.12
12-Feb-2001,22.73,4.71,1.08
13-Feb-2001,22.55,4.68,1.09
14-Feb-2001,20.89,4.54,1.09
15-Feb-2001,21.24,4.61,1.07
16-Feb-2001,20.71,4.50,1.09
19-Feb-2001,20.76,4.51,1.09
20-Feb-2001,20.73,4.51,1.09
21-Feb-2001,20.52,4.46,1.10
22-Feb-2001,20.30,4.41,1.12
23-Feb-2001,19.78,4.30,1.15
26-Feb-2001,19.66,4.28,1.15
27-Feb-2001,19.41,4.22,1.17
28-Feb-2001,20.24,4.40,1.12
01-Mar-2001,20.34,4.42,1.11
02-Mar-2001,19.57,4.26,1.16
05-Mar-2001,19.04,4.14,1.19
07-Mar-2001,19.35,4.21,1.17
08-Mar-2001,19.38,4.21,1.17
09-Mar-2001,18.81,4.09,1.08
12-Mar-2001,17.96,3.91,1.13
13-Mar-2001,16.86,3.67,1.20
14-Mar-2001,17.90,3.89,1.13
15-Mar-2001,18.25,3.97,1.11
16-Mar-2001,17.89,3.89,1.14
19-Mar-2001,17.79,3.87,1.14
20-Mar-2001,17.55,3.82,1.16
21-Mar-2001,18.10,3.94,1.12
22-Mar-2001,17.80,3.87,1.14
23-Mar-2001,17.41,3.79,1.12
26-Mar-2001,17.41,3.79,1.12
27-Mar-2001,17.65,3.84,1.10
28-Mar-2001,18.07,3.94,1.08
29-Mar-2001,17.91,3.90,1.09
30-Mar-2001,17.21,3.75,1.13
02-Apr-2001,17.05,3.72,1.14
03-Apr-2001,17.22,3.75,1.13
04-Apr-2001,17.07,3.72,1.29
06-Apr-2001,17.11,3.73,0.84
09-Apr-2001,16.94,3.69,0.85
10-Apr-2001,15.94,3.56,0.87
11-Apr-2001,15.41,3.45,0.90
12-Apr-2001,14.73,3.30,0.94
16-Apr-2001,15.02,3.37,0.76
17-Apr-2001,15.34,3.44,0.74
18-Apr-2001,15.86,3.56,0.72
19-Apr-2001,16.45,3.69,0.69
20-Apr-2001,16.45,3.69,0.62
23-Apr-2001,16.53,3.71,0.62
24-Apr-2001,16.48,3.69,0.62
25-Apr-2001,16.61,3.72,0.63
26-Apr-2001,16.38,3.66,0.64
27-Apr-2001,14.44,3.15,0.61
30-Apr-2001,14.57,3.21,0.60
02-May-2001,14.63,3.23,0.62
03-May-2001,15.01,3.19,0.63
04-May-2001,15.40,3.13,0.60
07-May-2001,15.46,3.15,0.59
08-May-2001,15.60,3.17,0.59
09-May-2001,15.60,3.17,0.61
10-May-2001,15.55,3.16,0.61
11-May-2001,15.49,3.15,0.61
14-May-2001,15.49,3.15,0.61
15-May-2001,15.55,3.16,0.61
16-May-2001,15.63,3.18,0.61
17-May-2001,15.95,3.25,0.60
18-May-2001,15.92,3.24,0.60
21-May-2001,15.98,3.23,0.60
22-May-2001,15.96,3.22,0.60
23-May-2001,16.11,3.25,0.73
24-May-2001,16.13,3.24,0.73
25-May-2001,16.15,3.22,0.73
28-May-2001,16.40,3.27,0.72
29-May-2001,16.47,3.28,0.72
30-May-2001,15.98,3.08,0.80
31-May-2001,15.80,3.04,0.81
01-Jun-2001,15.47,2.95,0.82
04-Jun-2001,15.25,2.89,0.84
05-Jun-2001,15.08,2.86,0.85
06-Jun-2001,15.12,2.87,0.85
07-Jun-2001,15.07,2.86,0.85
08-Jun-2001,15.26,2.89,0.81
11-Jun-2001,15.32,2.91,0.81
12-Jun-2001,15.27,2.90,0.81
13-Jun-2001,15.30,2.90,0.91
14-Jun-2001,15.54,2.88,0.92
15-Jun-2001,15.19,2.81,0.92
18-Jun-2001,15.07,2.75,0.92
19-Jun-2001,15.35,2.79,0.91
20-Jun-2001,15.62,2.44,0.97
21-Jun-2001,15.59,2.43,0.97
22-Jun-2001,15.48,2.42,0.97
25-Jun-2001,15.19,2.37,0.99
26-Jun-2001,15.61,2.44,0.97
27-Jun-2001,15.59,2.43,0.97
28-Jun-2001,15.56,2.43,0.97
29-Jun-2001,15.76,2.46,0.89
02-Jul-2001,15.65,2.44,1.02
03-Jul-2001,15.21,2.37,1.05
04-Jul-2001,15.19,2.37,1.08
05-Jul-2001,15.21,2.37,1.08
06-Jul-2001,15.15,2.36,1.12
09-Jul-2001,15.07,2.35,1.16
10-Jul-2001,15.25,2.38,1.15
11-Jul-2001,15.41,2.40,1.14
12-Jul-2001,15.72,2.45,1.11
13-Jul-2001,15.79,2.46,1.11
16-Jul-2001,15.72,2.45,1.11
17-Jul-2001,15.69,2.45,1.12
18-Jul-2001,15.53,2.42,1.13
19-Jul-2001,15.44,2.41,1.13
20-Jul-2001,15.33,2.39,1.16
23-Jul-2001,15.23,2.38,1.17
24-Jul-2001,15.25,2.38,1.17
25-Jul-2001,15.13,2.36,1.18
26-Jul-2001,14.93,2.33,1.19
27-Jul-2001,14.90,2.33,1.15
30-Jul-2001,15.04,2.35,1.18
31-Jul-2001,15.15,2.37,1.17
01-Aug-2001,15.01,2.35,1.18
02-Aug-2001,15.05,2.36,1.20
03-Aug-2001,15.18,2.38,1.19
06-Aug-2001,15.18,2.38,1.21
07-Aug-2001,15.14,2.37,1.23
08-Aug-2001,15.08,2.36,1.23
09-Aug-2001,15.12,2.37,1.23
10-Aug-2001,15.31,2.40,1.20
13-Aug-2001,15.19,2.38,1.21
14-Aug-2001,15.37,2.41,1.19
16-Aug-2001,15.42,2.42,1.19
17-Aug-2001,15.28,2.39,1.19
20-Aug-2001,15.21,2.38,1.20
21-Aug-2001,15.28,2.39,1.32
23-Aug-2001,15.32,2.40,1.32
24-Aug-2001,15.28,2.39,1.34
27-Aug-2001,15.37,2.41,1.33
28-Aug-2001,15.35,2.40,1.34
29-Aug-2001,15.30,2.39,1.37
30-Aug-2001,15.25,2.39,1.37
31-Aug-2001,15.10,2.36,1.35
